NS,EW,UD
0.196,-0.107,-0.080
0.210,-0.499,-0.290
-0.081,-0.426,-0.334
-0.265,-0.480,-0.044
-0.036,-0.547,-0.399
0.109,-0.611,0.113
0.176,-0.295,-0.225
0.051,-0.246,-0.577
-0.364,-0.733,0.094
-0.014,-0.065,-0.171
0.194,0.022,-0.047
-0.073,-0.386,-0.124
-0.269,-0.028,-0.393
-0.300,-0.094,-0.181
0.024,-0.279,-0.311
-0.019,-0.186,-0.242
-0.234,0.105,-0.092
-0.058,0.377,-0.070
0.337,0.409,-0.086
0.203,0.170,-0.108
0.018,0.145,-0.062
0.099,0.370,0.025
0.098,0.382,-0.147
0.389,0.295,-0.090
0.304,0.006,0.067
0.250,-0.019,-0.285
0.248,-0.079,-0.010
0.143,-0.107,0.175
0.397,0.378,-0.090
0.343,0.258,0.106
0.300,0.017,0.058
0.255,0.240,-0.214
0.108,0.057,-0.157
0.103,-0.060,-0.005
0.003,0.276,-0.137
0.124,0.192,0.081
0.442,-0.150,0.276
0.211,0.334,-0.083
-0.334,0.864,0.152
-0.141,0.260,0.131
0.313,-0.126,-0.199
0.217,0.200,-0.089
0.037,0.226,-0.186
0.017,0.129,0.266
-0.141,0.324,0.261
-0.260,0.468,-0.148
-0.080,-0.108,0.249
0.202,-0.284,-0.066
0.235,0.276,-0.159
0.149,0.059,0.257
0.126,-0.439,-0.023
-0.036,-0.158,-0.249
0.023,0.224,0.067
0.065,-0.253,0.137
-0.041,-0.419,-0.260
-0.102,-0.161,0.203
-0.207,-0.256,0.075
0.046,0.139,-0.337
0.351,-0.006,0.394
0.346,-0.398,-0.059
-0.093,0.116,-0.166
-0.347,0.045,0.436
0.182,0.047,-0.231
0.300,0.394,-0.129
0.013,-0.118,0.097
0.315,-0.107,-0.343
0.258,-0.071,0.172
-0.105,-0.188,0.195
0.206,0.544,-0.117
0.074,0.128,0.505
-0.092,-0.432,0.407
0.142,0.248,-0.246
0.035,0.134,-0.081
0.265,-0.521,0.100
0.063,-0.247,-0.071
-0.469,-0.202,0.448
-0.115,-0.710,0.326
-0.002,-0.126,-0.360
-0.292,0.288,0.418
0.026,0.149,0.545
0.112,-0.037,0.153
-0.143,-0.725,0.226
0.035,-0.060,-0.381
-0.093,0.665,-0.003
-0.247,0.252,0.466
-0.198,0.384,0.006
-0.449,0.131,0.240
-0.422,-0.311,0.334
-0.100,-0.272,0.251
0.119,-0.045,0.517
0.028,0.878,0.172
-0.088,1.392,-0.084
0.049,0.979,0.164
0.126,0.332,0.175
0.131,-0.462,0.233
0.059,-0.355,-0.052
-0.357,0.374,-0.226
-0.743,0.681,0.142
-0.295,1.302,0.049
-0.154,1.342,0.141
-0.487,0.515,0.082
-0.140,0.065,0.034
-0.307,-0.477,0.366
-0.432,-0.602,0.051
-0.085,-0.247,0.077
-0.175,0.002,-0.035
0.349,0.198,-0.118
0.917,0.167,0.171
0.933,0.562,-0.146
0.838,0.427,0.364
0.550,-0.329,0.481
0.597,-0.316,-0.146
0.730,-0.071,0.179
0.324,0.290,0.098
-0.279,0.275,-0.053
-0.158,-0.531,0.423
0.612,-0.787,0.324
0.435,-0.020,-0.087
-0.948,0.923,0.079
-1.433,0.893,0.127
-0.756,-0.330,-0.195
-0.570,-1.120,-0.121
-0.313,-0.144,-0.345
0.153,1.188,-0.458
-0.018,1.037,0.191
0.050,0.137,0.197
0.499,-0.441,-0.035
0.672,-0.410,0.188
0.652,-0.169,0.320
0.579,-0.263,0.351
0.741,0.391,0.335
0.893,0.742,0.369
0.742,-0.063,-0.119
0.585,-0.069,-0.392
0.346,0.397,-0.036
0.355,1.102,-0.266
0.219,0.740,-0.219
-0.176,-1.294,-0.079
0.305,-1.035,-0.063
0.506,0.958,0.098
0.158,0.939,-0.127
0.224,-0.763,-0.015
0.207,-1.328,-0.065
0.381,-0.519,0.240
0.447,-0.198,0.409
-0.038,-0.009,0.095
-0.275,0.036,0.587
0.338,0.042,0.230
0.868,-0.067,0.175
0.501,-0.023,0.320
-0.078,0.884,-0.387
-0.291,0.516,-0.231
0.201,-0.478,-0.190
0.414,-0.460,-0.064
0.145,0.060,-0.009
0.228,0.548,-0.093
0.230,0.095,0.252
0.088,-0.247,-0.004
-0.125,0.043,0.020
-0.334,0.389,0.141
-0.671,0.574,0.177
-0.623,0.077,0.554
-0.016,-0.225,0.343
-0.111,0.051,0.222
-0.579,0.219,0.382
-0.472,0.449,-0.071
-0.019,0.101,-0.293
0.093,-0.943,-0.113
0.030,-0.917,-0.442
-0.018,-0.090,-0.503
-0.299,0.088,-0.270
-0.434,-0.570,-0.186
-0.191,-1.286,0.039
0.389,-1.062,0.088
0.383,-0.425,0.092
-0.093,-0.211,-0.022
0.010,-0.658,0.096
-0.020,-0.661,0.146
-0.540,0.057,-0.018
-0.804,-0.154,0.325
-0.115,-0.030,0.059
0.480,0.629,-0.064
0.256,0.111,0.201
0.307,-0.359,-0.237
0.265,-0.059,-0.321
0.050,0.541,-0.167
-0.133,0.873,-0.213
-0.510,0.482,-0.079
-0.344,-0.138,0.235
0.199,-0.205,0.025
0.101,-0.042,-0.107
-0.262,-0.324,0.137
0.232,-0.425,-0.021
0.308,-0.656,0.419
-0.335,-0.535,0.220
-0.335,-0.017,-0.191
-0.222,-0.122,0.158
-0.157,0.320,-0.433
-0.392,0.332,-0.205
-0.375,-0.018,0.346
0.331,0.697,0.027
0.570,0.746,0.176
0.698,-0.058,0.362
0.299,-0.532,0.389
-0.679,-0.085,0.338
-0.364,0.450,0.357
0.798,0.100,0.192
0.923,-0.139,-0.064
0.419,0.138,-0.154
0.242,0.403,-0.170
0.186,0.494,0.071
0.381,0.863,-0.094
0.418,0.759,0.047
0.487,-0.010,0.380
0.705,0.237,0.234
0.274,0.873,0.507
0.025,1.131,0.428
0.123,0.957,0.196
0.280,0.014,0.283
0.498,-0.092,0.100
0.205,0.478,0.025
0.288,0.240,-0.353
0.425,-0.278,-0.438
-0.368,-0.165,-0.015
-0.522,0.767,-0.190
0.102,0.589,0.100
0.352,-0.789,0.579
0.188,-0.889,0.347
-0.531,-0.316,0.047
-0.767,-0.025,-0.365
-0.102,0.100,-0.068
0.091,0.077,0.316
0.033,0.308,-0.152
0.322,0.182,-0.065
0.622,-0.156,0.215
0.350,-0.135,0.019
-0.503,0.054,0.014
-0.397,0.304,0.104
0.723,0.401,-0.156
0.582,0.208,-0.243
-0.597,0.074,0.080
-0.330,0.458,0.194
0.295,0.399,0.004
-0.263,-0.203,-0.193
-0.563,-0.605,0.088
-0.187,-0.485,0.086
0.083,-0.065,0.090
-0.328,-0.505,0.400
-0.724,-0.582,0.128
-0.739,-0.295,0.433
-0.545,-0.404,0.305
-0.123,0.108,-0.188
-0.347,0.101,0.181
-0.393,-0.402,-0.003
-0.030,-0.339,0.006
-0.249,-0.079,0.094
-0.534,0.270,-0.147
-0.552,0.413,0.064
-0.469,-0.067,0.053
-0.249,-0.480,0.008
-0.081,-0.587,0.066
-0.295,-0.609,-0.057
-0.565,0.004,-0.038
-0.437,0.250,-0.033
0.031,-0.215,0.045
-0.278,-0.276,0.132
-0.943,0.001,-0.029
-0.578,0.146,-0.048
-0.323,-0.096,-0.119
-0.197,-0.579,-0.280
0.104,-0.933,-0.450
-0.276,-0.697,-0.485
-0.622,-0.463,-0.180
-0.292,-0.475,-0.126
-0.216,-0.071,0.001
-0.711,0.068,0.114
-0.762,-0.205,0.037
-0.124,-0.219,0.013
0.462,-0.154,-0.058
0.383,-0.159,0.183
0.088,-0.070,0.061
-0.214,-0.371,-0.104
-0.398,-0.744,-0.022
-0.141,-0.540,-0.320
-0.403,-0.449,-0.330
-0.589,-0.353,-0.260
-0.150,-0.237,-0.126
-0.240,-0.256,-0.005
-0.465,-0.071,0.061
-0.285,-0.376,0.318
0.009,-0.505,-0.079
0.171,-0.036,0.035
-0.040,-0.017,0.393
-0.356,-0.127,-0.048
-0.279,-0.435,0.057
0.177,-0.827,-0.065
0.160,-0.506,-0.239
-0.439,-0.016,0.138
-0.445,-0.088,0.045
0.098,-0.313,0.084
0.192,-0.106,0.332
0.014,0.220,0.246
-0.009,0.304,0.139
-0.078,0.083,0.221
-0.166,0.182,0.117
-0.566,0.328,0.029
-0.906,-0.202,0.193
-0.439,-0.203,0.077
-0.320,0.186,0.020
-0.652,0.148,-0.001
-0.609,0.180,0.057
-0.295,0.218,0.384
0.302,0.136,0.245
0.476,0.097,0.117
0.156,0.175,0.108
0.054,0.177,-0.064
-0.020,-0.129,0.260
-0.190,-0.383,0.361
-0.137,-0.143,0.120
0.161,0.168,0.247
0.596,0.165,0.165
0.670,0.022,0.110
0.133,-0.194,0.124
-0.030,-0.327,-0.041
-0.010,-0.159,-0.059
-0.213,0.269,-0.241
-0.031,0.158,-0.172
0.034,-0.371,-0.013
-0.016,-0.193,-0.187
0.027,0.000,-0.025
-0.033,-0.227,0.180
0.174,-0.369,0.320
0.137,-0.442,0.326
-0.123,-0.133,0.084
0.155,0.040,0.160
0.420,-0.156,0.086
0.195,-0.137,-0.089
-0.153,-0.234,-0.079
0.031,-0.209,-0.276
0.610,-0.030,-0.247
0.491,-0.086,-0.119
0.019,0.026,-0.158
0.315,-0.063,0.045
0.765,-0.418,0.271
0.415,-0.189,0.195
-0.081,0.114,0.139
0.138,-0.226,0.250
0.468,-0.325,-0.014
0.201,-0.065,-0.147
0.095,-0.335,0.175
0.497,-0.341,-0.090
0.495,0.104,-0.247
-0.032,-0.104,-0.025
-0.175,-0.305,-0.291
0.230,-0.264,-0.266
0.470,-0.486,-0.146
0.457,-0.549,-0.256
0.436,-0.698,0.033
0.443,-0.687,0.036
0.397,-0.365,-0.271
0.236,-0.480,-0.134
0.464,-0.570,0.069
0.831,-0.453,-0.081
0.558,-0.564,-0.156
0.187,-0.790,-0.093
0.264,-0.782,-0.242
0.283,-0.595,-0.133
0.118,-0.654,-0.029
0.277,-0.628,-0.153
0.445,-0.571,0.031
0.164,-0.590,-0.094
-0.134,-0.534,-0.227
-0.190,-0.630,-0.097
-0.076,-0.318,-0.351
0.034,-0.006,-0.095
-0.029,-0.310,0.216
-0.008,-0.413,-0.215
0.206,-0.509,0.026
0.161,-0.487,0.026
0.112,0.119,-0.411
0.254,-0.163,0.308
0.423,-0.512,0.141
0.381,0.005,-0.345
-0.191,-0.229,-0.021
0.098,-0.301,-0.126
0.546,-0.104,0.106
0.226,0.187,-0.094
0.509,0.347,-0.096
0.654,-0.172,-0.048
0.623,0.365,-0.193
0.472,0.451,0.355
0.343,0.097,-0.209
0.598,0.265,0.031
0.298,0.093,0.194
0.070,0.444,-0.368
0.048,0.213,0.268
0.282,-0.003,-0.116
0.593,0.239,0.036
0.437,0.235,0.166
0.458,0.538,-0.281
0.432,0.254,0.339
-0.020,0.279,-0.186
-0.194,0.450,-0.190
0.452,-0.127,0.370
0.647,0.095,-0.208
0.124,0.599,0.054
-0.046,0.382,0.076
0.358,0.209,-0.269
0.669,-0.055,0.547
0.347,-0.223,0.222
0.416,0.129,-0.496
0.424,0.137,0.151
0.378,0.292,0.057
0.565,0.423,-0.041
0.319,0.128,0.134
0.823,0.357,-0.042
1.047,0.256,0.120
0.562,0.281,-0.161
0.571,0.564,-0.016
0.477,-0.172,0.118
0.672,-0.088,-0.240
0.538,0.621,0.092
-0.082,0.380,-0.049
0.396,0.309,-0.192
0.800,0.210,-0.022
0.415,0.208,-0.222
0.362,0.401,-0.069
0.390,0.004,-0.348
0.589,0.054,-0.377
0.376,0.095,0.247
-0.160,0.211,-0.111
0.526,0.428,-0.085
0.585,-0.179,-0.019
-0.157,0.247,-0.483
-0.129,0.473,-0.011
-0.099,-0.080,-0.188
-0.055,0.248,-0.329
-0.291,0.254,-0.045
-0.257,0.276,-0.358
0.053,0.022,-0.038
-0.309,-0.374,-0.035
-0.228,-0.029,0.003
-0.103,0.073,0.065
-0.294,0.217,-0.311
0.167,0.069,0.150
0.389,-0.151,-0.060
0.042,0.139,-0.274
-0.054,0.151,0.198
-0.165,0.251,0.049
-0.299,0.421,0.300
-0.257,0.293,0.241
-0.059,-0.021,0.001
0.045,-0.247,0.185
-0.215,0.283,-0.250
-0.231,0.312,-0.034
-0.283,-0.216,0.003
-0.355,0.192,-0.273
-0.357,0.201,0.197
-0.559,0.045,-0.092
-0.352,0.139,0.165
-0.153,-0.108,0.266
-0.260,0.100,-0.173
-0.500,0.010,0.377
-0.545,-0.212,0.077
-0.433,-0.355,0.029
-0.431,-0.215,0.284
-0.260,0.546,-0.141
-0.221,0.326,0.066
-0.070,-0.073,0.098
0.042,0.217,-0.001
-0.029,0.253,0.115
0.092,0.101,-0.030
0.085,0.305,-0.107
-0.260,0.488,0.004
-0.347,0.293,-0.126
0.147,0.187,-0.026
0.088,0.123,0.197
-0.068,0.494,-0.118
0.196,0.507,0.103
0.296,-0.008,0.112
0.265,0.197,-0.168
-0.238,0.018,0.017
-0.240,-0.004,-0.309
0.092,0.535,-0.191
-0.135,0.318,-0.005
-0.011,0.049,-0.131
0.131,-0.143,0.149
0.152,0.130,-0.060
0.221,0.575,0.041
-0.031,0.139,0.209
0.224,0.128,-0.095
0.601,0.047,0.091
0.399,-0.189,-0.103
0.326,0.354,-0.312
0.141,0.326,-0.073
0.007,-0.159,-0.005
0.131,-0.435,-0.098
-0.006,-0.268,-0.320
-0.076,0.065,-0.180
0.069,0.083,-0.158
0.164,0.136,-0.026
0.098,0.123,0.149
-0.016,0.245,-0.086
0.085,0.091,-0.011
0.407,-0.082,-0.154
0.074,-0.027,-0.156
-0.450,-0.086,-0.136
-0.021,0.324,-0.324
0.267,0.362,-0.175
0.181,0.126,-0.033
0.099,0.316,0.084
0.041,0.324,-0.103
0.116,-0.024,0.034
-0.063,-0.071,-0.052
-0.265,0.159,-0.257
-0.262,-0.232,0.056
-0.045,-0.281,-0.234
-0.266,-0.045,-0.063
-0.615,-0.124,-0.016
-0.331,0.105,-0.300
-0.080,0.058,-0.055
0.008,-0.089,-0.067
-0.076,-0.187,0.059
-0.134,-0.030,-0.143
-0.210,0.389,0.028
-0.467,0.149,0.112
-0.505,0.036,-0.529
-0.415,-0.213,-0.005
-0.127,-0.593,0.098
-0.052,0.064,-0.062
-0.315,0.417,0.301
-0.278,0.271,-0.099
-0.215,0.178,-0.061
-0.370,-0.095,-0.068
-0.543,-0.055,-0.257
-0.643,-0.071,-0.097
-0.614,0.000,-0.361
-0.537,0.259,-0.140
-0.636,0.189,0.045
-0.620,0.114,-0.106
-0.404,-0.105,0.098
-0.589,-0.114,-0.211
-0.663,0.154,-0.195
-0.554,0.034,0.135
-0.712,0.134,-0.283
-0.687,-0.004,-0.247
-0.468,-0.229,-0.112
-0.160,0.240,-0.201
-0.338,0.264,-0.053
-0.558,0.342,-0.139
-0.385,0.279,-0.043
-0.555,-0.088,-0.235
-0.406,0.088,-0.288
-0.085,-0.304,-0.158
-0.020,-0.321,-0.395
-0.162,0.134,0.059
-0.583,0.052,-0.072
-0.607,0.017,-0.335
-0.290,-0.224,-0.062
-0.093,-0.184,-0.246
-0.411,-0.064,0.087
-0.654,0.050,-0.078
-0.319,0.047,-0.313
-0.256,-0.450,0.010
-0.491,-0.051,-0.352
-0.606,0.152,-0.267
-0.405,-0.236,-0.146
-0.318,0.206,-0.306
-0.659,0.334,0.142
-0.759,-0.399,0.204
-0.458,-0.704,-0.235
-0.308,-0.080,-0.093
-0.412,0.249,-0.031
-0.272,0.119,-0.491
-0.266,0.069,-0.094
-0.220,-0.097,-0.011
0.078,-0.149,-0.521
-0.262,-0.286,-0.043
-0.312,-0.231,-0.211
0.089,-0.151,-0.347
0.040,-0.260,0.510
-0.079,0.228,0.066
-0.308,0.329,-0.447
-0.074,-0.119,0.127
0.401,0.003,0.003
-0.158,0.343,-0.190
-0.587,0.190,0.297
-0.124,-0.374,0.145
0.075,-0.062,-0.254
-0.193,0.456,0.006
-0.349,0.008,-0.028
-0.128,-0.030,-0.238
-0.041,0.106,-0.026
-0.283,-0.077,0.137
-0.204,0.159,0.224
0.165,0.353,0.169
0.181,0.016,0.172
-0.201,-0.091,0.131
-0.343,0.300,-0.024
0.055,0.141,0.212
0.330,0.096,0.127
-0.168,0.548,0.070
-0.525,0.412,0.318
0.090,0.302,-0.261
0.526,0.245,-0.355
0.161,0.240,0.202
-0.021,0.698,0.003
-0.036,0.464,0.048
-0.180,0.175,0.183
0.015,0.533,0.020
0.101,0.477,0.175
0.130,0.450,0.081
0.285,0.408,-0.070
0.173,0.119,0.071
0.084,0.329,0.076
-0.078,0.649,-0.191
0.025,0.448,-0.120
0.485,0.082,0.303
0.369,0.208,0.200
-0.075,0.222,-0.102
0.050,-0.108,-0.006
0.299,-0.250,0.158
0.094,0.076,-0.153
-0.070,0.561,-0.100
-0.005,-0.071,0.226
0.368,-0.574,-0.020
0.195,-0.165,0.210
-0.497,-0.285,0.156
-0.372,-0.581,-0.167
-0.353,-0.451,0.323
-0.622,0.172,0.251
-0.307,-0.033,-0.029
0.270,-1.394,0.220
0.499,-1.349,0.094
-0.225,0.028,-0.018
-1.147,0.794,0.214
-0.645,0.215,0.094
0.777,-1.108,0.082
1.121,-1.265,0.173
0.371,-0.276,-0.072
-0.101,0.342,0.089
-0.032,0.031,0.338
-0.143,-0.262,0.273
-0.353,0.196,0.109
0.072,-0.172,-0.093
0.443,-0.544,0.011
-0.109,0.779,-0.107
-0.507,1.612,-0.253
-0.009,0.583,0.273
0.235,-0.285,0.253
-0.416,0.055,-0.027
-0.962,-0.126,0.123
-0.334,-0.666,-0.193
0.101,-0.802,-0.112
-0.610,-0.891,0.262
-0.826,-0.517,0.161
-0.314,-0.038,0.117
0.098,0.353,0.033
0.241,-0.086,0.150
0.396,-1.069,0.147
0.573,-0.865,0.016
0.213,-0.401,0.255
-0.216,-0.409,0.117
0.053,-0.419,-0.113
0.524,-0.512,0.088
0.472,-0.329,0.044
0.322,-0.260,-0.088
0.562,-0.811,0.103
0.791,-0.865,-0.024
0.342,-0.774,-0.243
-0.146,-1.201,0.116
0.177,-0.482,0.224
0.407,0.620,0.065
0.206,0.294,0.247
0.096,-0.270,0.123
0.129,-0.251,0.035
0.386,-0.269,0.161
0.443,-0.656,-0.180
-0.162,-1.057,-0.274
-0.326,-0.509,-0.063
0.317,0.429,-0.039
0.530,0.414,-0.009
0.653,0.217,0.063
1.044,0.276,0.165
0.936,0.175,0.128
0.440,0.355,0.125
0.261,0.422,0.119
0.619,0.107,0.104
0.698,0.075,0.235
0.319,0.358,0.018
0.448,0.505,-0.182
0.826,0.352,-0.083
0.635,0.126,0.104
0.283,0.054,0.377
0.160,0.360,0.314
0.279,0.500,0.149
0.695,0.210,-0.049
0.704,-0.017,-0.273
0.402,-0.312,-0.193
0.482,-0.354,-0.075
0.373,-0.236,0.162
0.151,-0.148,0.247
0.134,0.038,0.374
0.259,-0.266,0.576
0.754,-0.162,0.108
0.881,0.363,0.015
0.409,0.230,0.001
0.031,0.362,-0.322
-0.052,0.306,0.072
0.212,-0.260,-0.000
-0.013,-0.074,-0.103
-0.746,0.468,0.249
-0.406,0.829,0.150
0.140,0.782,0.193
-0.006,0.208,0.034
0.168,-0.240,0.035
0.176,0.386,0.183
-0.181,1.252,-0.082
-0.102,0.740,-0.107
-0.043,0.150,-0.078
-0.305,0.215,0.017
-0.059,0.323,-0.006
0.290,0.265,-0.001
0.142,-0.031,0.169
-0.068,0.088,0.074
-0.175,0.108,-0.005
-0.006,-0.237,-0.008
-0.184,-0.183,0.004
-0.451,0.164,-0.091
-0.192,0.260,-0.012
-0.119,0.238,0.023
-0.208,0.342,0.029
-0.491,0.252,0.210
-0.585,0.256,-0.097
-0.154,0.111,0.055
-0.058,0.076,0.182
-0.290,0.710,-0.205
-0.396,0.616,0.111
-0.430,-0.096,0.040
-0.589,-0.291,-0.247
-0.837,0.043,-0.094
-0.792,0.326,-0.087
-0.555,-0.117,0.096
-0.612,-0.555,0.268
-0.741,-0.496,0.074
-0.365,-0.094,-0.220
-0.049,0.039,-0.037
-0.198,-0.289,-0.065
-0.285,-0.160,-0.275
-0.401,-0.237,-0.039
-0.333,-0.499,-0.139
-0.413,-0.365,0.004
-0.820,-0.096,0.013
-0.637,-0.006,0.023
-0.434,-0.485,0.301
-0.538,-0.075,-0.202
-0.581,0.443,-0.034
-0.311,-0.051,0.073
0.026,0.121,-0.445
-0.251,0.020,-0.066
-0.497,-0.600,0.158
-0.525,0.003,-0.257
-0.592,0.647,-0.244
-0.371,-0.034,0.108
-0.131,-0.501,-0.166
-0.359,-0.234,-0.144
-0.269,-0.141,0.181
0.062,-0.058,-0.136
-0.351,-0.063,-0.126
-0.267,-0.118,-0.020
0.093,-0.224,-0.095
-0.169,-0.229,-0.198
-0.373,0.055,-0.328
-0.332,-0.100,-0.048
0.035,-0.165,0.119
-0.053,0.114,-0.040
-0.540,-0.175,-0.157
-0.568,-0.159,-0.085
-0.402,0.400,0.197
-0.314,0.396,0.158
-0.316,0.301,-0.148
-0.362,0.222,0.158
-0.244,0.314,0.177
-0.202,0.751,-0.252
-0.535,0.286,0.131
-0.208,-0.200,0.097
0.089,0.151,-0.264
-0.698,0.337,0.030
-0.545,0.294,0.019
0.118,0.017,0.021
-0.141,0.009,-0.044
-0.137,0.198,0.031
-0.029,-0.153,0.402
-0.055,0.278,-0.070
-0.087,0.818,-0.130
-0.339,0.142,-0.109
0.044,-0.163,-0.293
0.181,-0.026,0.298
-0.263,0.256,-0.045
-0.260,0.297,-0.027
-0.487,-0.056,0.373
-0.198,0.472,-0.152
0.426,0.305,0.251
0.058,-0.221,0.017
0.034,0.361,-0.311
0.144,0.009,0.443
-0.103,0.044,-0.059
-0.056,0.674,-0.250
-0.204,-0.348,0.134
0.142,-0.570,-0.055
0.250,0.239,0.109
-0.293,0.058,0.045
0.198,-0.197,0.030
0.066,-0.011,0.082
-0.579,0.181,-0.095
0.127,-0.247,0.124
0.479,-0.580,0.083
0.146,0.113,-0.077
-0.121,0.438,0.065
-0.158,0.076,0.062
0.482,0.116,0.048
0.417,0.147,-0.040
-0.138,0.129,-0.160
0.206,0.417,0.249
0.395,0.444,0.192
0.299,0.529,-0.466
-0.006,0.474,0.018
-0.227,0.109,0.558
0.222,0.127,-0.030
0.009,-0.249,-0.388
-0.176,-0.944,0.121
0.215,-0.331,0.343
0.089,1.150,-0.008
0.161,0.864,0.048
0.560,-0.403,-0.398
0.643,-0.526,-0.386
0.229,-0.565,0.333
-0.212,-0.278,-0.087
-0.038,-0.253,0.100
0.420,-0.471,-0.019
0.408,0.106,-0.249
-0.039,-0.448,0.612
0.396,-0.221,-0.064
0.583,0.495,-0.197
-0.330,-0.446,0.304
-0.236,-0.320,0.021
0.110,-0.252,-0.005
0.098,-0.506,-0.220
-0.129,-0.219,0.143
-0.640,-0.104,-0.225
0.057,0.147,0.026
0.570,-0.340,0.580
0.084,0.076,-0.203
-0.410,0.181,0.501
-0.416,-0.688,-0.071
0.132,-0.588,-0.226
0.171,-0.625,0.624
0.126,0.113,-0.374
-0.215,0.055,0.034
-0.419,-0.461,-0.126
0.293,-0.024,-0.081
0.574,-0.401,0.373
0.018,-0.177,-0.433
-0.551,-0.233,0.238
0.078,-0.247,0.112
0.604,0.426,-0.227
0.152,-0.254,0.202
-0.141,-0.528,-0.092
0.081,0.201,-0.023
0.433,0.133,0.093
-0.011,-0.220,0.196
-0.355,-0.158,0.288
-0.197,-0.317,0.160
0.024,0.276,-0.118
-0.462,0.833,-0.116
-0.757,0.134,-0.002
0.467,-0.084,-0.195
0.389,-0.204,-0.089
-0.580,0.100,-0.020
-0.623,0.521,0.117
-0.162,-0.071,0.223
0.448,0.094,0.087
0.168,0.363,-0.002
0.044,0.267,-0.035
0.223,0.643,-0.021
-0.030,0.475,-0.188
0.097,-0.094,0.134
0.338,-0.021,0.221
0.379,0.354,0.040
0.624,0.278,0.151
0.725,0.160,-0.146
0.270,-0.047,0.197
0.332,0.149,0.080
0.558,0.256,-0.142
0.335,-0.444,0.156
0.663,0.158,-0.436
0.309,0.250,0.102
-0.157,-0.206,0.281
0.422,0.527,-0.143
0.445,-0.122,0.202
0.267,-0.306,-0.326
0.066,0.364,-0.067
0.195,-0.036,0.230
0.923,0.076,-0.016
0.516,0.324,0.104
-0.140,0.366,-0.260
0.255,0.426,-0.040
0.658,0.083,0.026
0.526,-0.012,-0.183
0.114,0.235,-0.040
-0.014,0.318,-0.173
0.475,0.331,0.152
0.413,0.354,0.075
-0.037,0.018,-0.303
0.301,-0.485,-0.048
0.443,-0.341,-0.122
0.146,0.099,-0.048
-0.151,0.209,-0.127
-0.186,0.154,-0.344
0.117,-0.150,0.020
-0.002,-0.025,-0.094
-0.254,0.124,0.056
-0.029,-0.069,-0.036
0.391,0.241,-0.305
0.222,0.105,0.314
-0.049,0.158,-0.106
0.111,0.494,-0.181
0.161,0.087,0.220
0.132,-0.005,-0.166
-0.052,-0.041,0.085
0.148,0.015,0.054
0.322,0.343,-0.280
-0.063,0.054,-0.172
0.023,-0.482,0.045
0.275,-0.202,0.030
0.182,0.089,0.119
0.083,-0.310,0.067
0.004,0.065,-0.332
-0.322,0.146,0.202
0.030,-0.335,-0.013
0.553,-0.519,-0.214
0.039,-0.805,0.224
-0.091,-0.015,-0.315
-0.049,0.281,0.077
0.058,-0.234,0.091
0.331,0.008,-0.186
0.153,-0.172,0.026
0.460,-0.505,-0.371
0.389,-0.407,0.106
-0.054,0.057,0.065
0.103,-0.028,-0.050
0.107,-0.682,0.359
0.160,-0.264,-0.118
0.381,0.000,-0.196
0.350,-0.546,-0.096
0.178,-0.722,0.058
0.001,-0.146,-0.115
-0.017,0.219,-0.229
0.295,-0.311,0.095
0.340,-0.023,-0.290
-0.197,0.180,0.092
-0.060,-0.311,0.150
0.525,-0.129,-0.168
0.356,-0.128,0.308
-0.072,0.117,-0.212
-0.127,0.119,-0.262
0.494,-0.352,0.206
0.608,-0.137,-0.139
0.013,0.074,-0.170
0.276,0.118,0.045
0.531,0.193,-0.233
0.204,0.149,-0.062
0.037,-0.361,0.247
0.416,-0.368,-0.196
0.547,0.082,0.337
0.151,0.293,0.132
0.189,0.540,-0.467
0.223,-0.243,0.268
0.427,-0.614,-0.167
0.403,-0.235,-0.296
0.116,-0.125,-0.124
0.137,0.465,-0.276
-0.097,0.263,0.207
0.218,-0.611,0.077
0.513,-0.304,0.026
-0.106,0.918,-0.041
-0.484,0.921,-0.182
-0.068,-0.378,0.065
-0.066,-0.904,0.057
-0.690,-0.561,-0.014
-1.022,-0.410,-0.109
-1.001,-0.170,-0.103
-0.308,0.520,0.288
0.026,0.611,0.285
0.175,0.079,-0.215
0.592,-0.618,0.230
0.438,-0.789,0.330
0.272,0.140,-0.539
-0.539,0.450,-0.215
-0.925,-0.328,0.281
0.177,-0.546,0.056
0.722,0.133,0.066
0.524,0.326,0.133
0.364,0.038,0.175
0.164,0.165,0.146
0.030,0.208,-0.087
-0.232,0.030,-0.050
-0.479,0.093,-0.174
0.034,0.432,-0.480
0.092,0.180,-0.104
-0.499,-0.324,0.101
-0.482,-0.114,-0.052
-0.607,-0.059,-0.078
-0.686,-0.314,0.056
-0.226,-0.252,0.321
0.102,-0.001,0.137
-0.177,-0.135,-0.042
-0.409,-0.207,-0.086
0.090,0.376,-0.132
0.325,0.698,-0.015
0.073,0.624,0.042
0.396,0.398,0.126
0.812,-0.025,0.033
0.043,0.054,-0.138
-0.513,0.583,-0.138
0.090,0.615,-0.086
0.588,0.471,-0.146
0.473,0.338,-0.025
0.141,-0.232,0.241
0.379,-0.265,-0.034
0.335,0.045,-0.268
-0.309,0.041,-0.301
-0.330,-0.080,-0.255
-0.079,-0.570,0.200
0.003,-0.217,0.200
-0.203,0.485,-0.044
-0.403,0.034,-0.198
0.094,-0.240,-0.218
